ProbeId,GSM2808875,GSM2808876,GSM2808877,GSM2808878,GSM2808879,GSM2808880,GSM2808881,GSM2808882,GSM2808883,GSM2808884,GSM2808885,GSM2808886,GSM2808887,GSM2808888,GSM2808889,GSM2808890,GSM2808891,GSM2808892,GSM2808893,GSM2808894,GSM2808895,GSM2808896,GSM2808897,GSM2808898,GSM2808899,GSM2808900,GSM2808901,GSM2808902,GSM2808903,GSM2808904,GSM2808905,GSM2808906,GSM2808907,GSM2808908,GSM2808909,GSM2808910,GSM2808911,GSM2808912,GSM2808913,GSM2808914,GSM2808915,GSM2808916,GSM2808917,GSM2808918,GSM2808919,GSM2808920,GSM2808921,GSM2808922,GSM2808923,GSM2808924,GSM2808925,GSM2808926,GSM2808927,GSM2808928,GSM2808929,GSM2808930,GSM2808931,GSM2808932,GSM2808933,GSM2808934,GSM2808935,GSM2808936,GSM2808937,GSM2808938,GSM2808939,GSM2808940,GSM2808941,GSM2808942,GSM2808943,GSM2808944,GSM2808945,GSM2808946,GSM2808947,GSM2808948,GSM2808949,GSM2808950,GSM2808951,GSM2808952,GSM2808953,GSM2808954,GSM2808955,GSM2808956,GSM2808957,GSM2808958,GSM2808959,GSM2808960,GSM2808961,GSM2808962,GSM2808963,GSM2808964,GSM2808965,GSM2808966,GSM2808967,GSM2808968,GSM2808969,GSM2808970,GSM2808971,GSM2808972,GSM2808973,GSM2808974,GSM2808975,GSM2808976,GSM2808977,GSM2808978,GSM2808979,GSM2808980,GSM2808981,GSM2808982,GSM2808983,GSM2808984,GSM2808985,GSM2808986,GSM2808987,GSM2808988,GSM2808989,GSM2808990,GSM2808991,GSM2808992,GSM2808993,GSM2808994,GSM2808995,GSM2808996,GSM2808997,GSM2808998,GSM2808999,GSM2809000,GSM2809001,GSM2809002,GSM2809003,GSM2809004,GSM2809005,GSM2809006,GSM2809007,GSM2809008,GSM2809009,GSM2809010,GSM2809011,GSM2809012,GSM2809013,GSM2809014,GSM2809015,GSM2809016,GSM2809017,GSM2809018,GSM2809019,GSM2809020,GSM2809021,GSM2809022,GSM2809023,GSM2809024,GSM2809025,GSM2809026,GSM2809027,GSM2809028,GSM2809029,GSM2809030,GSM2809031,GSM2809032,GSM2809033,GSM2809034,GSM2809035,GSM2809036,GSM2809037,GSM2809038,GSM2809039,GSM2809040,GSM2809041,GSM2809042,GSM2809043,GSM2809044,GSM2809045,GSM2809046,GSM2809047,GSM2809048,GSM2809049,GSM2809050,GSM2809051,GSM2809052,GSM2809053,GSM2809054,GSM2809055,GSM2809056,GSM2809057,GSM2809058,GSM2809059,GSM2809060,GSM2809061,GSM2809062,GSM2809063,GSM2809064
cg10863737,0.54398,0.52884,0.81004,0.81861,0.53715,0.51838,0.82729,0.80808,0.84888,0.82986,0.52123,0.53688,0.82676,0.83501,0.82984,0.84029,0.82584,0.83026,0.82527,0.83548,0.82932,0.82849,0.82721,0.83464,0.84751,0.84973,0.49208,0.54394,0.52905,0.46397,0.852,0.78608,0.83906,0.82761,0.84407,0.84562,0.83473,0.84042,0.52587,0.51672,0.8559,0.86134,0.84701,0.8344,0.82218,0.84871,0.5233,0.52383,0.53094,0.53134,0.52848,0.54272,0.84538,0.83482,0.8351,0.8351,0.11237,0.076689,0.82483,0.84124,0.83362,0.83046,0.51923,0.84654,0.49154,0.84612,0.87834,0.50944,0.8391,0.84644,0.86183,0.49313,0.83111,0.53033,0.82677,0.51882,0.50339,0.85453,0.83669,0.55852,0.84975,0.87703,0.86799,0.83153,0.82163,0.81677,0.82708,0.50493,0.53434,0.85921,0.82788,0.86192,0.53156,0.48963,0.83198,0.87037,0.53595,0.52765,0.85932,0.87171,0.57157,0.84502,0.82534,0.87269,0.84825,0.85185,0.48976,0.49052,0.51326,0.51583,0.77077,0.81043,0.81057,0.83263,0.5387,0.53417,0.52614,0.81319,0.82558,0.82734,0.82266,0.81483,0.10812,0.51085,0.82661,0.83817,0.52927,0.83748,0.53298,0.85597,0.88301,0.53536,0.8549,0.86118,0.85881,0.53138,0.87487,0.55172,0.793,0.52878,0.49175,0.88131,0.8662,0.55543,0.80538,0.83823,0.83601,0.83262,0.82477,0.85256,0.85839,0.4984,0.51221,0.84391,0.86814,0.81448,0.52861,0.48911,0.82696,0.85293,0.55464,0.52245,0.8333,0.8564,0.52263,0.85056,0.83792,0.84426,0.82403,0.85972,0.5083,0.52022,0.48165,0.50618,0.84447,0.81736,0.84041,0.86988,0.55149,0.52399,0.52324,0.84001,0.82899,0.86696,0.85721,0.85554,0.089558,0.53439,0.81364,0.51909
cg20588113,0.4608,0.51624,0.49486,0.52447,0.46008,0.47862,0.46911,0.53088,0.58635,0.59731,0.55992,0.4943,0.45933,0.47416,0.40244,0.45232,0.44538,0.49382,0.46288,0.47636,0.40736,0.49119,0.45702,0.47662,0.50833,0.51484,0.36396,0.4564,0.60751,0.5436,0.5119,0.4642,0.47709,0.4524,0.58167,0.57238,0.5388,0.53463,0.56083,0.55298,0.62818,0.51789,0.56219,0.56483,0.53938,0.50602,0.63767,0.61488,0.6249,0.55717,0.62012,0.46447,0.61604,0.61931,0.6089,0.56168,0.57912,0.55898,0.51983,0.58765,0.61337,0.55924,0.69428,0.60436,0.5862,0.63704,0.72529,0.75697,0.67598,0.63716,0.63047,0.65846,0.68644,0.64029,0.63039,0.66551,0.53534,0.59372,0.58062,0.60126,0.64017,0.59187,0.55504,0.62034,0.64113,0.56184,0.58642,0.65647,0.64734,0.62721,0.63896,0.61572,0.58684,0.62355,0.5689,0.60405,0.6795,0.68017,0.60538,0.58912,0.61965,0.61036,0.64089,0.66315,0.62813,0.61824,0.65718,0.60166,0.62395,0.71951,0.64317,0.57584,0.69684,0.65919,0.655,0.60182,0.59882,0.66456,0.65361,0.61446,0.55325,0.59232,0.66257,0.54557,0.60505,0.61263,0.69807,0.61298,0.58364,0.64075,0.62686,0.63811,0.59918,0.60664,0.57195,0.55225,0.60194,0.52561,0.66404,0.62162,0.52945,0.46494,0.58108,0.61333,0.6008,0.57047,0.55649,0.56926,0.5971,0.60195,0.60781,0.61428,0.57707,0.60017,0.68313,0.54952,0.65279,0.60008,0.61198,0.60224,0.65214,0.68004,0.56728,0.53328,0.57823,0.60539,0.59567,0.60728,0.63248,0.61598,0.66218,0.67818,0.57759,0.61826,0.65215,0.5876,0.65352,0.61166,0.6037,0.59286,0.6062,0.62396,0.62328,0.52886,0.59059,0.57889,0.61092,0.55379,0.58646,0.61886
cg21183846,0.074972,0.044218,0.067505,0.050183,0.095767,0.044885,0.074557,0.037532,0.070754,0.042494,0.073045,0.036042,0.045586,0.017798,0.034913,0.017639,0.045337,0.050371,0.060746,0.05587,0.10729,0.03043,0.073277,0.064097,0.043949,0.070882,0.054605,0.031518,0.079773,0.038629,0.052226,0.033186,0.080669,0.039942,0.061143,0,0.071698,0.038051,0.060924,0.050598,0.073885,0.017558,0.049536,0.055094,0.062681,0.040354,0.070884,0.026864,0.060969,0.031612,0.028003,0.034789,0.070933,0.0090206,0.06913,0.027913,0.071311,0.025127,0.031329,0.00031414,0.035149,0.028911,0.028594,0.066435,0.032025,0,0.0404,0.078677,0.083637,0.061136,0.085172,0.10367,0.0056142,0,0.0055576,0.036735,0.060808,0.04072,0,0.054014,0.055606,0.048862,0.0090186,0.069523,0.079245,0.21992,0.014262,0.055418,0.048373,0.054552,0.06914,0.02402,0.052757,0.074099,0,0.059147,0.082817,0.075172,0,0.064237,0.070511,0.11163,0.046794,0.083333,0.091937,0,0.017913,0.084246,0,0.038679,0.045681,0,0.058684,0.045116,0.019881,0.019516,0.086392,0.02376,0.085024,0.054674,0.046793,0.018763,0.0465,0.022656,0.014265,0.051063,0.082996,0.065178,0.065499,0.042497,0.012707,0.060671,0.06851,0.061747,0.054759,0.077369,0.01945,0.032084,0.0077596,0.06476,0.063948,0.036608,0.045377,0.057847,0.013034,0.011926,0.042663,0.037604,0.0112,0.085079,0,0.010584,0.031338,0.019459,0.060404,0.042498,0.078432,0.0018581,0.039819,0.063061,0.033175,0.045885,0.055918,0.010676,0.048077,0.039934,0.085835,0.025496,0.037421,0.033021,0.079038,0.018455,0,0.073648,0.01497,0.017397,0.057955,0.085022,0.073297,0,0,0,0,0.066872,0.065482,0.016627,0.037937,0.046823,0,0.083689
cg01453388,0.8587,0.83037,0.87762,0.87998,0.9116,0.85537,0.90719,0.8682,0.88026,0.85905,0.87149,0.84683,0.89306,0.87423,0.91931,0.85277,0.87547,0.84259,0.86824,0.85222,0.87895,0.84895,0.88756,0.80634,0.91411,0.8653,0.87989,0.85457,0.89123,0.86332,0.91924,0.84491,0.87344,0.83258,0.89319,0.83799,0.885,0.80176,0.8931,0.80957,0.92293,0.82447,0.86959,0.86244,0.90267,0.82917,0.87901,0.85955,0.91879,0.84215,0.90794,0.85867,0.88792,0.86884,0.86981,0.77693,0.8325,0.84758,0.90612,0.86006,0.91589,0.85362,0.85872,0.81498,0.87585,0.90191,0.88097,0.8203,0.82314,0.8653,0.89473,0.86788,0.88365,0.88713,0.87326,0.86787,0.82132,0.85764,0.85569,0.85338,0.83853,0.88416,0.8882,0.85019,0.87333,0.83501,0.93796,0.85034,0.88594,0.82878,0.81614,0.82542,0.87675,0.94588,0.86285,0.8385,0.88245,0.89528,0.83687,0.84246,0.82687,0.82351,0.8832,0.87206,0.89096,0.82684,0.85708,0.92842,0.85491,0.86399,0.84482,0.84994,0.86834,0.90149,0.82103,0.81796,0.89093,0.76494,0.8117,0.83498,0.86935,0.82954,0.84296,0.81329,0.78654,0.87053,0.89234,0.81057,0.8907,0.84153,0.88321,0.85939,0.86373,0.83365,0.83803,0.84281,0.81492,0.81468,0.90847,0.88466,0.88492,0.79087,0.86901,0.82532,0.82702,0.86728,0.86989,0.87759,0.77221,0.83895,0.87166,0.90325,0.86512,0.79703,0.8741,0.86084,0.86598,0.83777,0.90904,0.90271,0.8141,0.84448,0.86927,0.84675,0.84527,0.87372,0.90128,0.87467,0.83802,0.86642,0.89251,0.84546,0.88273,0.8797,0.85609,0.82315,0.89305,0.88206,0.81239,0.85712,0.85111,0.81475,0.84289,0.86933,0.84671,0.86391,0.79154,0.85717,0.88139,0.89438
cg20999651,0.47756,0.46219,0.048027,0.092774,0.48226,0.47987,0.48751,0.46036,0.040315,0.076538,0.027964,0.026997,0.4834,0.48191,0.44064,0.47186,0.43121,0.42711,0.40228,0.42796,0.45239,0.44671,0.45114,0.47704,0.47772,0.45846,0.043329,0.15947,0.022771,0.062047,0.018036,0.081642,0.023765,0.088022,0.47741,0.52313,0.029219,0.10958,0.46347,0.52974,0.051447,0.092849,0.030099,0.14994,0.056661,0.074059,0.14216,0.11993,0.4576,0.464,0.4819,0.49794,0.45626,0.48386,0.47199,0.50235,0.046587,0.058772,0.049875,0.097023,0.48986,0.54198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cg04260891,0.50801,0.84824,0.53528,0.82982,0.52499,0.81903,0.49799,0.80065,0.56693,0.86623,0.58167,0.84121,0.51316,0.84662,0.49736,0.82964,0.54097,0.85651,0.62078,0.83318,0.47078,0.8365,0.53706,0.82657,0.56231,0.86819,0.47722,0.8282,0.53731,0.84855,0.4664,0.81729,0.47559,0.82213,0.55185,0.86416,0.54719,0.85547,0.57851,0.84808,0.52891,0.8895,0.47473,0.86593,0.49124,0.86112,0.54638,0.83532,0.57887,0.87189,0.58445,0.84028,0.46573,0.83095,0.58485,0.85833,0.60261,0.86692,0.54691,0.88693,0.55155,0.85321,0.84943,0.79941,0.8168,0.82891,0.83802,0.86351,0.84529,0.81817,0.85657,0.83441,0.76204,0.83315,0.78271,0.82789,0.80312,0.78358,0.86158,0.86229,0.87121,0.901,0.84279,0.83553,0.83518,0.78116,0.85719,0.80277,0.85867,0.82609,0.85816,0.83008,0.84511,0.79692,0.74766,0.86,0.73297,0.85225,0.81749,0.83212,0.83293,0.80862,0.84176,0.80599,0.83027,0.86107,0.84559,0.76264,0.82685,0.7804,0.82808,0.8446,0.84188,0.8309,0.77929,0.86,0.84429,0.86843,0.82089,0.79781,0.85368,0.84763,0.8591,0.85694,0.85183,0.8181,0.78492,0.79722,0.82368,0.85466,0.8082,0.8422,0.81807,0.82836,0.83914,0.77946,0.8455,0.82606,0.79304,0.82749,0.84337,0.85291,0.88524,0.78532,0.82664,0.83502,0.85726,0.80972,0.85841,0.81925,0.80452,0.81855,0.83479,0.82329,0.87572,0.86699,0.78577,0.81491,0.70356,0.74029,0.80288,0.80192,0.7749,0.82288,0.83948,0.7956,0.77699,0.76544,0.80947,0.83423,0.79606,0.83672,0.82209,0.74985,0.79735,0.82496,0.80829,0.81468,0.84457,0.79167,0.75339,0.85858,0.76514,0.79475,0.79768,0.83565,0.80991,0.8357,0.78754,0.82241
cg22952566,0.059705,0.059744,0.066812,0.067224,0.082511,0.072447,0.068176,0.068454,0.075071,0.075131,0.064649,0.077412,0.057876,0.057749,0.063525,0.052392,0.064508,0.059195,0.060146,0.07111,0.064911,0.069498,0.068521,0.066045,0.043391,0.072105,0.059855,0.05971,0.074039,0.064083,0.067143,0.064638,0.065642,0.063209,0.049246,0.054253,0.056321,0.069139,0.061444,0.047677,0.061756,0.050229,0.044112,0.054506,0.06284,0.060701,0.061036,0.057329,0.045418,0.077396,0.056418,0.046152,0.054952,0.0459,0.043301,0.052404,0.065043,0.054713,0.033697,0.039374,0.051824,0.054773,0.051448,0.071352,0.07093,0.091247,0.06549,0.053575,0.077206,0.068068,0.065908,0.065552,0.065441,0.068374,0.065979,0.071318,0.064248,0.072726,0.058782,0.042374,0.063276,0.050707,0.068493,0.065254,0.059167,0.060515,0.065704,0.06841,0.078935,0.058975,0.060734,0.078934,0.088089,0.066765,0.067592,0.058223,0.05573,0.072289,0.067707,0.059731,0.080669,0.084487,0.069969,0.09239,0.073189,0.065149,0.051529,0.063798,0.068942,0.056075,0.064277,0.086596,0.086049,0.069366,0.064397,0.078543,0.076659,0.077812,0.078952,0.074389,0.062934,0.055632,0.07458,0.077128,0.059591,0.060003,0.064308,0.064112,0.075937,0.056588,0.052373,0.068183,0.072206,0.061245,0.073569,0.058687,0.048437,0.056666,0.066728,0.045233,0.040567,0.071915,0.051326,0.054755,0.062612,0.059497,0.046915,0.058351,0.046046,0.062657,0.049848,0.05756,0.050848,0.055941,0.02665,0.053382,0.051275,0.052208,0.047514,0.061921,0.03984,0.050555,0.059399,0.037166,0.05525,0.060298,0.066671,0.064914,0.063868,0.055699,0.051337,0.043141,0.05724,0.06605,0.067044,0.068575,0.059147,0.050465,0.056612,0.054716,0.049493,0.046647,0.063125,0.053482,0.05149,0.04265,0.060248,0.054766,0.069491,0.054033
cg06177599,0.47343,0.55844,0.48483,0.49238,0.48075,0.52216,0.53326,0.50403,0.53675,0.4905,0.60044,0.57861,0.48371,0.47665,0.49159,0.51076,0.5277,0.51615,0.47536,0.49108,0.54127,0.51495,0.52811,0.52322,0.52175,0.47054,0.49687,0.50468,0.54851,0.41472,0.49244,0.43657,0.52711,0.52687,0.56556,0.53416,0.54736,0.51637,0.54649,0.52436,0.53391,0.51404,0.55598,0.58106,0.53971,0.50151,0.55523,0.54695,0.57508,0.57051,0.54246,0.49128,0.53867,0.508,0.53762,0.49951,0.55978,0.53342,0.52241,0.48663,0.53943,0.54069,0.56845,0.55363,0.53882,0.6012,0.61443,0.60829,0.59908,0.61084,0.63006,0.56287,0.57134,0.60289,0.55721,0.55377,0.52655,0.51612,0.51049,0.56669,0.56148,0.60622,0.51519,0.58935,0.49417,0.5106,0.58647,0.56637,0.51687,0.5293,0.5346,0.54963,0.56778,0.52812,0.54307,0.51294,0.56586,0.60223,0.57188,0.50256,0.50075,0.5101,0.53779,0.55731,0.54506,0.5466,0.55217,0.56908,0.57457,0.57765,0.55656,0.53448,0.57915,0.61485,0.59284,0.57311,0.58162,0.61862,0.57666,0.54326,0.52126,0.59125,0.53272,0.52783,0.53767,0.57822,0.55632,0.53607,0.58373,0.62778,0.57996,0.58862,0.59399,0.57754,0.58241,0.5302,0.55372,0.56154,0.57853,0.5567,0.50073,0.54278,0.52476,0.576,0.55961,0.53746,0.53925,0.55468,0.53194,0.57454,0.60702,0.57284,0.54215,0.53479,0.61047,0.55967,0.5789,0.53644,0.5538,0.56241,0.60357,0.62076,0.54048,0.52578,0.49625,0.56337,0.56518,0.54882,0.54219,0.52999,0.55712,0.62275,0.61263,0.57715,0.5797,0.56213,0.58523,0.61706,0.57912,0.6089,0.56565,0.56554,0.55795,0.52041,0.53219,0.60422,0.56659,0.51819,0.55844,0.5797
cg04023226,0.63905,0.81205,0.64692,0.85941,0.6968,0.80276,0.60328,0.79267,0.67072,0.82846,0.67684,0.85202,0.66018,0.82136,0.62208,0.82454,0.65123,0.83118,0.67083,0.83859,0.59773,0.83567,0.59609,0.8211,0.63456,0.81872,0.72695,0.81865,0.63276,0.82091,0.61809,0.80796,0.59795,0.82945,0.68043,0.86832,0.66879,0.87273,0.75276,0.89522,0.64843,0.87215,0.68878,0.89838,0.70546,0.88268,0.69001,0.89527,0.73895,0.88562,0.68978,0.86574,0.67036,0.85018,0.72659,0.85377,0.76709,0.89954,0.71093,0.8695,0.71847,0.88685,0.87505,0.81817,0.81837,0.88218,0.81628,0.82322,0.86166,0.80277,0.76412,0.80736,0.83395,0.83088,0.84898,0.84867,0.8111,0.80715,0.8649,0.83819,0.86481,0.86622,0.83028,0.85711,0.85871,0.80503,0.84815,0.85434,0.85083,0.8428,0.87422,0.82527,0.85564,0.84245,0.83866,0.88148,0.82244,0.87513,0.81807,0.83217,0.84226,0.84858,0.84454,0.83574,0.84213,0.86245,0.86347,0.82753,0.84103,0.80518,0.82169,0.84026,0.85051,0.86821,0.82975,0.85595,0.83783,0.85215,0.82615,0.81848,0.8635,0.86684,0.86656,0.83181,0.84389,0.82249,0.8335,0.83442,0.80036,0.84854,0.83401,0.84414,0.80278,0.8371,0.79014,0.80785,0.84615,0.83756,0.81127,0.86502,0.82729,0.84737,0.86604,0.87436,0.8607,0.84089,0.8399,0.87336,0.85608,0.88071,0.87581,0.8446,0.83748,0.85854,0.85528,0.82595,0.86801,0.7935,0.79102,0.8004,0.87177,0.83978,0.85087,0.92033,0.84261,0.8254,0.84777,0.83312,0.81328,0.82176,0.8519,0.8355,0.83366,0.84887,0.82334,0.84018,0.82048,0.87658,0.86816,0.83587,0.84908,0.88035,0.82733,0.81938,0.82989,0.85156,0.84807,0.86394,0.82061,0.82074
cg24836679,0.87946,0.81754,0.86838,0.86648,0.8892,0.86433,0.88099,0.86122,0.89188,0.84936,0.86981,0.86511,0.89948,0.92413,0.85074,0.8582,0.87189,0.8438,0.86758,0.87715,0.88255,0.83143,0.84623,0.83728,0.87951,0.81324,0.84571,0.84752,0.87053,0.80503,0.89523,0.82692,0.84293,0.82523,0.93377,0.87586,0.91712,0.94648,0.89725,0.88095,0.91695,0.86456,0.91929,0.87736,0.90822,0.85651,0.92201,0.88871,0.90454,0.86236,0.90432,0.85994,0.89114,0.85099,0.89875,0.87621,0.89451,0.85674,0.89004,0.84444,0.91533,0.88434,0.88862,0.85238,0.86872,0.89144,0.87867,0.88048,0.88054,0.86003,0.82323,0.89813,0.86573,0.87784,0.86487,0.85094,0.81453,0.87724,0.87152,0.81443,0.95385,0.84286,0.87418,0.83854,0.89156,0.91435,0.89437,0.8688,0.83363,0.88522,0.88762,0.91985,0.90734,0.88233,0.86826,0.85221,0.9296,0.86998,0.91043,0.84874,0.89642,0.87031,0.89909,0.81988,0.90455,0.85402,0.9202,0.90982,0.84882,0.90035,0.86863,0.82212,0.86267,0.86356,0.87104,0.83725,0.85763,0.83524,0.90548,0.84954,0.86027,0.88241,0.85092,0.92604,0.86784,0.92287,0.85937,0.90518,0.86552,0.86351,0.90315,0.94113,0.91881,0.88411,0.83785,0.9058,0.88575,0.90439,0.89838,0.91543,0.86032,0.81257,0.90378,0.80911,0.84088,0.87568,0.86629,0.92484,0.90802,0.84394,0.86406,0.88758,0.83888,0.84756,0.8649,0.84952,0.88763,0.8775,0.86532,0.87699,0.8886,0.82405,0.86381,0.84178,0.87163,0.87279,0.88713,0.85595,0.8677,0.8947,0.90844,0.87381,0.89333,0.83664,0.88907,0.85216,0.91397,0.8822,0.80409,0.85522,0.90857,0.87982,0.8987,0.92247,0.83304,0.86641,0.87797,0.85837,0.84297,0.86837
cg02919712,0.76358,0.6821,0.80512,0.7187,0.76179,0.67797,0.76399,0.74242,0.79251,0.70412,0.73216,0.70974,0.73907,0.69991,0.66247,0.68728,0.79351,0.73619,0.76169,0.67073,0.6874,0.68153,0.7492,0.7131,0.75126,0.72026,0.75225,0.68821,0.77717,0.66237,0.77385,0.68015,0.72629,0.7173,0.78128,0.62858,0.82996,0.69333,0.73384,0.67683,0.77155,0.69501,0.76868,0.72929,0.70634,0.61143,0.73841,0.74182,0.77577,0.74253,0.71076,0.66804,0.75876,0.71289,0.72191,0.66449,0.68223,0.71062,0.73989,0.70273,0.68771,0.67334,0.71265,0.69863,0.75788,0.67906,0.71372,0.68284,0.71579,0.68703,0.66869,0.73124,0.74212,0.65954,0.66066,0.73056,0.69305,0.63267,0.74275,0.62352,0.73773,0.6907,0.66596,0.78618,0.71684,0.61681,0.68631,0.80545,0.69531,0.73377,0.69591,0.75963,0.7282,0.72896,0.72734,0.8408,0.80208,0.67705,0.66149,0.66205,0.70403,0.6769,0.73018,0.64114,0.7732,0.79045,0.6456,0.67844,0.72297,0.69317,0.64595,0.73076,0.70762,0.72752,0.71781,0.69384,0.68275,0.72628,0.7469,0.71453,0.6865,0.68857,0.68932,0.72489,0.71663,0.70821,0.69795,0.72671,0.73654,0.72414,0.8031,0.72053,0.70027,0.70371,0.73757,0.71854,0.69947,0.63603,0.74255,0.75329,0.69327,0.67661,0.75712,0.64446,0.69051,0.64138,0.71264,0.75649,0.6525,0.72773,0.58532,0.7032,0.66491,0.73163,0.79483,0.75516,0.65189,0.71537,0.68033,0.73844,0.76623,0.6986,0.71821,0.67905,0.61812,0.78133,0.70219,0.71674,0.71386,0.72771,0.7274,0.64466,0.71387,0.79782,0.71517,0.80159,0.68993,0.71219,0.75121,0.67393,0.65877,0.69231,0.79505,0.70944,0.66057,0.73014,0.67556,0.73235,0.78027,0.71604
cg06322323,0.95891,0.94946,0.96186,0.95373,0.96816,0.96177,0.9783,0.97048,0.96694,0.95322,0.9326,0.8745,0.96538,0.97621,0.97005,0.97454,0.97724,0.97552,0.95002,0.93513,0.96473,0.94873,0.97337,0.93493,0.97648,0.97677,0.95972,0.88142,0.9697,0.97542,0.96198,0.89252,0.96042,0.9391,0.98664,0.97495,0.9861,0.98183,0.97629,0.98807,0.98287,0.96383,0.97029,0.97004,0.96642,0.92674,0.98333,0.97614,0.97835,0.97919,0.98538,0.97654,0.97224,0.97454,0.97387,0.9659,0.96306,0.96978,0.97407,0.98235,0.96975,0.9756,0.94691,0.98353,0.97065,0.97721,0.982,0.9762,0.97536,0.95778,0.97512,0.92252,0.96152,0.98141,0.90772,0.93476,0.95509,0.94434,0.98462,0.90685,0.94088,0.94327,0.94588,0.92746,0.96819,0.95531,0.93284,0.94436,0.96156,0.97353,0.94928,0.98494,0.9797,0.93068,0.96356,0.97915,0.95909,0.91029,0.96565,0.96996,0.97946,0.97165,0.97453,0.9858,0.96859,0.98586,0.9767,0.97312,0.97502,0.95344,0.93674,0.96133,0.94867,0.96874,0.9589,0.94266,0.94331,0.93476,0.9671,0.97075,0.95566,0.96384,0.94191,0.97874,0.97123,0.97592,0.98146,0.9815,0.9699,0.98216,0.97785,0.94223,0.97223,0.96901,0.97663,0.97034,0.96905,0.97387,0.94708,0.93322,0.95543,0.96381,0.95754,0.95527,0.96026,0.95761,0.93776,0.93721,0.95713,0.96675,0.95053,0.94921,0.95579,0.97547,0.97292,0.93728,0.96649,0.97418,0.96838,0.95414,0.97366,0.94358,0.93989,0.96181,0.96648,0.97568,0.96657,0.98091,0.97116,0.97895,0.98524,0.97113,0.97263,0.98354,0.97443,0.97577,0.96273,0.97769,0.98158,0.97563,0.968,0.91846,0.97281,0.96016,0.97397,0.97301,0.94173,0.96854,0.9822,0.98081
cg23371825,0.056902,0.059951,0.065511,0.059809,0.058715,0.049227,0.073003,0.06773,0.071079,0.053348,0.068321,0.047836,0.065976,0.056105,0.058276,0.039062,0.06337,0.060219,0.11378,0.077337,0.048455,0.081229,0.092403,0.078973,0.033983,0.10023,0.041504,0.079755,0.062839,0.063135,0.056667,0.045627,0.047221,0.048971,0.057854,0.03833,0.051957,0.037894,0.045721,0.060415,0.054666,0.039217,0.050335,0.080082,0.069401,0.037317,0.036694,0.053144,0.018806,0.048655,0.026872,0.01811,0.040233,0.042434,0.051792,0.030208,0.049851,0.048783,0.036784,0.068417,0.053784,0.054655,0.073123,0.045868,0.065668,0.017142,0.029969,0.052706,0.049357,0.029394,0.046389,0.054287,0.068396,0.079121,0.067146,0.054056,0.043311,0.076121,0.017229,0.018161,0,0.057821,0.070657,0.030319,0.00099175,0,0.050307,0.061458,0.046641,0.070418,0.071031,0.039268,0.01639,0.018982,0.053395,0.010768,0.068324,0.045452,0.018705,0,0.044047,0.042683,0.054286,0.070178,0.038547,0.082576,0.047705,0.037287,0.071904,0.056318,0.013656,0.039751,0.050186,0.033954,0.042492,0.028079,0.051414,0.078317,0.048361,0,0.049264,0.034029,0.067107,0.03686,0.016921,0.042307,0.058437,0.040671,0.026562,0,0.10495,0.027231,0.0012717,0.049943,0.014299,0.11105,0.038781,0.02534,0.061799,0.02903,0.062547,0.049677,0.021098,0,0.051058,0.054037,0.02784,0.038128,0.034494,0.082409,0.031787,0.046029,0.064837,0.04554,0.024674,0.054599,0.017068,0.04009,0.019037,0.034975,0.024076,0.049993,0.03764,0.065196,0.055742,0.042243,0.012045,0.012938,0.034806,0.0085614,0.041357,0.063343,0.045444,0.043023,0.038542,0.031545,0.065524,0.046093,0.055667,0.036653,0.038953,0.043617,0.064223,0.065206,0.028842,0.014469,0.047918,0.034443,0.11288,0.03639
